period,asset,weight,expected_portfolio_return,realized_portfolio_return,objective,is_robust
2025-01-10,bonds:EMB,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:HYG,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:IEF,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:LQD,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:SHY,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:TIP,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,bonds:TLT,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,commodities:GC=F,0.9124205942,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,commodities:HG=F,0.0875794058,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,commodities:SI=F,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,crypto:BTC-USD,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,crypto:ETH-USD,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-10,crypto:SOL-USD,0.0000000000,0.0011205891,0.0199864963,0.0010275581,0
2025-01-14,bonds:EMB,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:HYG,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:IEF,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:LQD,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:SHY,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:TIP,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,bonds:TLT,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,commodities:GC=F,0.2224146269,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,commodities:HG=F,0.6187363809,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,commodities:SI=F,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,crypto:BTC-USD,0.1588489922,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,crypto:ETH-USD,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-14,crypto:SOL-USD,0.0000000000,0.0015175953,0.0056734870,0.0014480410,0
2025-01-16,bonds:EMB,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:HYG,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:IEF,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:LQD,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:SHY,0.9439359287,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:TIP,0.0000842632,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,bonds:TLT,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,commodities:GC=F,0.0486563901,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,commodities:HG=F,0.0073234180,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,commodities:SI=F,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,crypto:BTC-USD,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,crypto:ETH-USD,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-16,crypto:SOL-USD,0.0000000000,0.0003899407,0.0040530018,0.0002585518,0
2025-01-21,bonds:EMB,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:HYG,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:IEF,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:LQD,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:SHY,0.9366409557,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:TIP,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,bonds:TLT,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,commodities:GC=F,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,commodities:HG=F,0.0633590443,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,commodities:SI=F,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,crypto:BTC-USD,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,crypto:ETH-USD,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-21,crypto:SOL-USD,0.0000000000,0.0004038675,-0.0013316336,-0.0010615967,0
2025-01-23,bonds:EMB,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:HYG,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:IEF,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:LQD,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:SHY,0.9916575841,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:TIP,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,bonds:TLT,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,commodities:GC=F,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,commodities:HG=F,0.0083424159,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,commodities:SI=F,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,crypto:BTC-USD,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,crypto:ETH-USD,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-23,crypto:SOL-USD,0.0000000000,0.0003354999,-0.0002640114,-0.0010342278,0
2025-01-27,bonds:EMB,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:HYG,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:IEF,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:LQD,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:SHY,0.9968372240,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:TIP,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,bonds:TLT,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,commodities:GC=F,0.0000368548,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,commodities:HG=F,0.0031259211,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,commodities:SI=F,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,crypto:BTC-USD,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,crypto:ETH-USD,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-27,crypto:SOL-USD,0.0000000000,0.0002862770,0.0019914974,-0.0009829226,0
2025-01-29,bonds:EMB,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:HYG,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:IEF,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:LQD,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:SHY,0.9707741440,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:TIP,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,bonds:TLT,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,commodities:GC=F,0.0005774641,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,commodities:HG=F,0.0222974614,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,commodities:SI=F,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,crypto:BTC-USD,0.0063509304,0.0002579413,0.0000369616,-0.0010627015,0
2025-01-29,crypto:ETH-USD,0.0000000000,0.0002579413,0.0000369616,-0.0010627015,0
